order-id	tracking-id	expected-ship-date	asin	sku	product-name	quantity-purchased	invoice-id	package-identifier	ship-service-level	is-prime	pickup-slot	order-item-id	purchase-date	ship-postal-code	ship-country	ship-city	ship-state	carrier	verge-of-cancellation	verge-of-lateShipment
402-5258961-5524325	347836463518	2025-02-18T18:29:59+00:00	B0DLKBV7V1	HB-127	SYGA 3 Pcs Baby Headband, Flower & Bow Stretchable, Nylon HairBand for Newborn Infant Toddlers Kids 0-3 Year (Peach, Free Size)	1	IN-309851	402-5258961-5524325	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693767252442	2025-02-17T11:11:19+00:00	500008	IN	HYDERABAD	TELANGANA	ATS	false	true
407-5184316-6025138	164608088843	2025-02-18T18:29:59+00:00	B09F9NHKBX	WaistBelt-RetroBuckle-Beige	SYGA Women Cinch Belt, PU Leather Stretchy Waist Belt with Floral Metal Buckle, Retro Style - Beige(Fits Waist Size 25-35)	1	IN-310209	407-5184316-6025138	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46708702890842	2025-02-18T00:20:26+00:00	400066	IN	MUMBAI	MAHARASHTRA	ATS	true	false
406-3975926-5762724	347836409028	2025-02-18T18:29:59+00:00	B0DHVV17VL	BS-82	SYGA 4 Pairs Baby Socks Combo mesh thin newborn Baby Socks over the knee socks Suitable for 0-1 Years old baby	1	IN-309961	406-3975926-5762724	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698627791362	2025-02-17T14:05:22+00:00	311001	IN	BHILWARA	RAJASTHAN	ATS	false	true
171-6766522-6127555	347836415388	2025-02-18T18:29:59+00:00	B0DL9MVML3	HB-157	SYGA Baby Headband Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0-3 Year (Pink, Free Size)	1	IN-309766	171-6766522-6127555	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691233175082	2025-02-17T09:16:48+00:00	110020	IN	NEW DELHI	DELHI	ATS	false	true
402-2089965-2480345	347836463525	2025-02-18T18:29:59+00:00	B0D28ZXBTT	WP-469	SYGA Women'S Crossbody Bag, Top Zip Closure And Adjustable Shoulder Strap Handbag (Purple)	1	IN-309845	402-2089965-2480345	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46692104081602	2025-02-17T11:02:03+00:00	500013	IN	Hyderabad	TELANGANA	ATS	false	true
171-2752103-9590713	347836409042	2025-02-18T18:29:59+00:00	B0DPCM3F5C	HB-339	SYGA 10-Piece Baby Hair Clip Set for Girls Adorable Bow and Flower Designs Hair Pin Soft, Lightweight, and Stylish - Light Purple	1	IN-309919	171-2752103-9590713	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46695399893442	2025-02-17T12:53:43+00:00	799260	IN	PANISAGAR	TRIPURA	ATS	false	true
405-3282976-5403525	347836415371	2025-02-18T18:29:59+00:00	B0DPCNG37W	HB-337	SYGA 10-Piece Baby Hair Clip Set for Girls Adorable Bow and Flower Designs Hair Pin Soft, Lightweight, and Stylish - Cyan	1	IN-309792	405-3282976-5403525	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691843873082	2025-02-17T09:38:10+00:00	577502	IN	CHITRADURGA	KARNATAKA	ATS	false	true
406-4517371-2964321	347836409035	2025-02-18T18:29:59+00:00	B0DL9X9CTN	HB-159	SYGA Baby Headband Nylon Flower Soft Stretchable Hairband for Newborn Infant Toddler Kids For 0-3 Year (Wine Red, Free Size)	1	IN-309990	406-4517371-2964321	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698018086042	2025-02-17T15:01:21+00:00	625020	IN	MADURAI	TAMIL NADU	ATS	false	true
407-1258626-2251567	347836463532	2025-02-18T18:29:59+00:00	B0DMKDVMHZ	HB-349	SYGA Baby Girl's Flower Headband Soft & Stretchable Fabric Hairband for Infants, Toddlers, Little Princesses 0-3 Years (Light Pink)	1	IN-309908	407-1258626-2251567	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696140016802	2025-02-17T12:29:13+00:00	560066	IN	BENGALURU	KARNATAKA	ATS	false	true
408-5599780-5067503	164608094592	2025-02-18T18:29:59+00:00	B0D1KKMW45	WAISTBELT-10	SYGA Metal Hook Adjustable Waist Chain Women's Fashion Versatile Decorative Dress Personalized Chain Waist Slim Belt(Gold)	1	IN-310191	408-5599780-5067503	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46706506027042	2025-02-17T21:20:38+00:00	302003	IN	JAIPUR	RAJASTHAN	ATS	true	false
171-7148432-7208310	347836409066	2025-02-18T18:29:59+00:00	B0D2HB2RGL	WAISTBELT-73	SYGA Women Waist Chain Embroidered Dress, Gold or Midnight, Thin Metal Design	1	IN-309860	171-7148432-7208310	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46692715847882	2025-02-17T11:19:25+00:00	110049	IN	New Delhi	DELHI	ATS	false	true
406-9629154-3721966	347836463297	2025-02-18T18:29:59+00:00	B0D1KKMW45	WAISTBELT-10	SYGA Metal Hook Adjustable Waist Chain Women's Fashion Versatile Decorative Dress Personalized Chain Waist Slim Belt(Gold)	1	IN-310166	406-9629154-3721966	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46704050693802	2025-02-17T19:11:04+00:00	110051	IN	NEW DELHI	DELHI	ATS	false	true
171-3193026-3994720	347836463303	2025-02-18T18:29:59+00:00	B07CLM876Q	Safety Strip Guard Protector_Brown	SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover 2 Meter 6.5 feet Tape Infant Bump Protector (L Shape_Brown)	1	IN-309855	171-3193026-3994720	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46694433575802	2025-02-17T11:14:29+00:00	201016	IN	GHAZIABAD	UTTAR PRADESH	ATS	false	true
405-2726028-7855513	347836463549	2025-02-18T18:29:59+00:00	B0D989C9JG	BS-11	SYGA Children's Knee-High Socks for Girls Summer Thin Cotton Mesh, Breathable, Cute & Versatile Anti-Mosquito Long Socks Suitable For 3-8 Years old (Pink bow)	1	IN-309966	405-2726028-7855513	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697427799362	2025-02-17T14:20:40+00:00	560032	IN	BENGALURU	KARNATAKA	ATS	false	true
402-1371142-2212363	347836463556	2025-02-18T18:29:59+00:00	B0B156D4JC	Adapter-OTG-GoldenWithoutLanyard	SYGA 2 in 1 Type-C Micro USB OTG Adapter for Android USB 3.0 Data Transmit Charging Converters for Tablet Hard Disk Phone - Gold	1	IN-310214	402-1371142-2212363	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46733367518122	2025-02-18T01:12:20+00:00	560061	IN	Bangalore	KARNATAKA	ATS	false	true
404-9692791-2056313	347836415418	2025-02-18T18:29:59+00:00	B08WL8W697	73FondantCookieCutters	SYGA New 73Pcs/Set Fondant Cake Cutters Decorating Tools Plunger Candy Sugarcraft Flower Modelling Cutter Mold Bakeware Tools	1	IN-309923	404-9692791-2056313	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46695923750122	2025-02-17T13:01:22+00:00	201301	IN	NOIDA	UTTAR PRADESH	ATS	false	true
404-1438750-5209146	347836461378	2025-02-18T18:29:59+00:00	B07JC8MT55	NecklaceDisplay_Black_10	SYGA Necklace and Earing Display Storage Jwellery Display Rack_Black_10	1	IN-309960	404-1438750-5209146	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696175308722	2025-02-17T14:03:04+00:00	518501	IN	NANDYAL	ANDHRA PRADESH	ATS	false	true
402-0253070-9644320	347836463563	2025-02-18T18:29:59+00:00	B0DHVV17VL	BS-82	SYGA 4 Pairs Baby Socks Combo mesh thin newborn Baby Socks over the knee socks Suitable for 0-1 Years old baby	1	IN-310037	402-0253070-9644320	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700678835042	2025-02-17T16:06:44+00:00	413501	IN	OSMANABAD	MAHARASHTRA	ATS	false	true
408-1078492-3893111	347836415425	2025-02-18T18:29:59+00:00	B09G2NV9RV	10-HairPin-Butterfly	SYGA 10 Pcs Baby Hair Clip For Girl Alligator Hair Accessory For All Type of Infant Toddler Design Animal Cartoon Butterfly Mickey Mini Puppy Fish Unicorn Elephant	1	IN-310102	408-1078492-3893111	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46701863687802	2025-02-17T17:39:17+00:00	563115	IN	BANGARAPET	KARNATAKA	ATS	false	true
406-2716109-9497959	347836409073	2025-02-18T18:29:59+00:00	B09PMDS4JC	2_FaceBrushCutterHead-Pink&Green	SYGA Face Cleasing Brush Silicone Face Scrubber Exfoliating Wash Brush Flexible Nose Cleaning Cream Applicator Mask Collector Great for Face Clean Care and Make Up-Green&Pink,2pcs	1	IN-310090	406-2716109-9497959	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46701636127602	2025-02-17T17:24:36+00:00	110077	IN	New Delhi	DELHI	ATS	false	true
402-1968073-7193147	347836461385	2025-02-18T18:29:59+00:00	B0BBVC7LPY	BabyHat-BowKnot-Purple	SYGA Baby Boy Girl Kids Bow Striped Knitted Hat Children Warm Wool Bowknot Hats Infant Baby Hat 0-4 Years (Purple)	1	IN-309945	402-1968073-7193147	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696325976522	2025-02-17T13:35:39+00:00	411045	IN	PUNE	MAHARASHTRA	ATS	false	true
402-9413353-7341909	164608088867	2025-02-18T18:29:59+00:00	B0CC5HJ64S	BowHeadBand-Color1012	SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable For Newborns, Infants, Toddlers And Kids 0-3 Years(Color - 1012,Pink)	1	IN-310086	402-9413353-7341909	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702222994322	2025-02-17T17:33:02+00:00	400706	IN	Navi Mumbai	MAHARASHTRA	ATS	true	false
408-3244670-7164366	347836409097	2025-02-18T18:29:59+00:00	B07FZ7894H	10SpoonSet_Black	SYGA Silicone Kitchen Utensils Spoon Set, 10 Pieces Silicone Cooking & Baking Tool Sets Non-Toxic Hygienic Safety Heat Resistant_Black	1	IN-310204	408-3244670-7164366	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46706115770962	2025-02-17T23:21:30+00:00	800006	IN	PATNA	BIHAR	ATS	false	true
407-6977582-2187501	347836415432	2025-02-18T18:29:59+00:00	B0DHVV17VL	BS-82	SYGA 4 Pairs Baby Socks Combo mesh thin newborn Baby Socks over the knee socks Suitable for 0-1 Years old baby	1	IN-310053	407-6977582-2187501	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46699282964602	2025-02-17T16:36:51+00:00	560068	IN	BENGALURU	KARNATAKA	ATS	false	true
404-9911000-3156356	347836461392	2025-02-18T18:29:59+00:00	B08YXLT2MC	BottleoOpener_Airplane	Syga Gold Aviation Pilot Beer Bottle Opener in Gift Box	1	IN-310012	404-9911000-3156356	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698873747682	2025-02-17T15:30:07+00:00	110063	IN	delhi	DELHI	ATS	false	true
404-1203076-1595567	347836409103	2025-02-18T18:29:59+00:00	B0B7787JCD	BowHeadBand-Color1002	SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable For Newborns, Infants, Toddlers And Kids 0-3 Years(Color - 1002,Multicolor)	1	IN-309891	404-1203076-1595567	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46695664350242	2025-02-17T12:09:29+00:00	560045	IN	BENGALURU	KARNATAKA	ATS	false	true
407-9882494-5733910	347836461408	2025-02-18T18:29:59+00:00	B0B7787JCD	BowHeadBand-Color1002	SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable For Newborns, Infants, Toddlers And Kids 0-3 Years(Color - 1002,Multicolor)	1	IN-309967	407-9882494-5733910	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697481551322	2025-02-17T14:18:27+00:00	411028	IN	PUNE	MAHARASHTRA	ATS	false	true
403-8699539-7075500	347836463327	2025-02-18T18:29:59+00:00	B0BQYX5WXV	BabyHatButton-Gray	SYGA Baby Turban Winter Cap Handmade Woolen Warm Knit Infant Toddler Unisex Baby Hat 0-3 Years (Gray)	1	IN-309769	403-8699539-7075500	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46692211781482	2025-02-17T09:19:00+00:00	325220	IN	Aisa nagar chhabra	RAJASTHAN	ATS	false	true
402-3832413-3365946	347836461415	2025-02-18T18:29:59+00:00	B0B77985YR	BowHeadBand-Color1025	SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable, Multicolor For Newborns, Infants, Toddlers And Kids 0-3 Years(Color - 1025)	1	IN-309818	402-3832413-3365946	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46692359105122	2025-02-17T10:22:27+00:00	245304	IN	PILKHUWA	UTTAR PRADESH	ATS	false	true
171-5682851-6307528	347836413858	2025-02-18T18:29:59+00:00	B0B77985YR	BowHeadBand-Color1025	SYGA 3 Pcs Baby Girl Headband Soft Flower Bow Strechable Hairband Suitable, Multicolor For Newborns, Infants, Toddlers And Kids 0-3 Years(Color - 1025)	1	IN-310082	171-5682851-6307528	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46699954888962	2025-02-17T17:14:49+00:00	180015	IN	JAMMU	JAMMU & KASHMIR	ATS	false	true
406-2711102-6407521	347836463341	2025-02-18T18:29:59+00:00	B0B9SVFZ88	BabyCap-RedCoffee-BeigeFatBow	SYGA Baby Cap Plain Bow Turban Streachable Hat for New Born Infant Toddler Baby Cap 6-24 Months	1	IN-309782	406-2711102-6407521	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691621027922	2025-02-17T09:28:11+00:00	411045	IN	PUNE	MAHARASHTRA	ATS	false	true
408-5744409-5945942	347836413872	2025-02-18T18:29:59+00:00	B09ZQLHJM2	Crown-HeadBand-Silver	SYGA Bridal Princess Girl Tiara and Rhinestone Crown Headband Hair Accessories for Women Wedding Ceremony Party (Silver)	1	IN-310199	408-5744409-5945942	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46707356812402	2025-02-17T21:40:19+00:00	363641	IN	MORBI	GUJARAT	ATS	false	true
406-0351612-4701903	347836463365	2025-02-18T18:29:59+00:00	B0CB8HFF54	BowHeadBand-Color1016	SYGA 3 Pcs Children Girl Baby Elastic Hairband Princess Wind Bow Flower Headband Suit Baby Headdress Photo Hair Accessories For 0-3 Years, Red	1	IN-309856	406-0351612-4701903	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693777221322	2025-02-17T11:14:51+00:00	803101	IN	BIHARSHARIF	BIHAR	ATS	false	true
405-3534556-8124308	347836409110	2025-02-18T18:29:59+00:00	B0DHZVJC5J	CBS-06	SYGA 3 Pairs Baby Socks Set - Over-the-Knee Length Cotton with Loose Mouth Design, Fit for Ages 0-6 Months (Pink, Grey, Blue)	1	IN-309789	405-3534556-8124308	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691767676362	2025-02-17T09:33:15+00:00	600048	IN	CHENNAI	TAMIL NADU	ATS	false	true
402-7576933-3769110	347836463372	2025-02-18T18:29:59+00:00	B09X1F9CGG	Crown-Antique-BlueDiamond	SYGA Princess Antique Bronze Crystal Rhinestone Bride Diamond Crown Tiaras Women Headband Wedding Jewelry Hair Accessories - Antique Blue	1	IN-309964	402-7576933-3769110	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696878198002	2025-02-17T14:13:35+00:00	800001	IN	PATNA	BIHAR	ATS	false	true
407-5551661-2928312	347836413889	2025-02-18T18:29:59+00:00	B0CB8HFF54	BowHeadBand-Color1016	SYGA 3 Pcs Children Girl Baby Elastic Hairband Princess Wind Bow Flower Headband Suit Baby Headdress Photo Hair Accessories For 0-3 Years, Red	1	IN-309930	407-5551661-2928312	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696588960922	2025-02-17T13:11:57+00:00	560077	IN	BENGALURU	KARNATAKA	ATS	false	true
405-0336683-1701953	347836461422	2025-02-18T18:29:59+00:00	B0CY29SGFT	BROOCH-S58	SYGA Brooch Pin Fashion Crystal Rhinestone Jewellery Pin Vintage Clothing Accessories Decoration Aircraft Fashion Brooches for Women- S58	1	IN-309914	405-0336683-1701953	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46694809455882	2025-02-17T12:44:46+00:00	403602	IN	MARGAO	GOA	ATS	false	true
403-2522707-6445943	347836413902	2025-02-18T18:29:59+00:00	B07HH5XRMR	FatAnalyzer	SYGA Body Fat Caliper for Body - Skinfold Calipers for Accurately Measuring BMI Skin Fold Fitness and Weight-Loss	1	IN-309814	403-2522707-6445943	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693549227562	2025-02-17T10:15:19+00:00	500055	IN	HYDERABAD	TELANGANA	ATS	false	true
407-3458679-4570703	164608088911	2025-02-18T18:29:59+00:00	B09DPMKS8H	Goggles-FrenzyRound-6-Green	SYGA Kids Goggles,Frenzy Round Shape Eyewears for Boy's and Girls, Suitable for Age 3 to 8 Years (Green)	1	IN-310076	407-3458679-4570703	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702048343642	2025-02-17T17:12:52+00:00	400053	IN	MUMBAI	MAHARASHTRA	ATS	true	false
405-7975927-7993911	347836409134	2025-02-18T18:29:59+00:00	B09DPJDKVX	Goggles-Colourful-TransBlue&GrdientPink	SYGA Kids Goggles, Modern Stylish Polarized & Uv Protected Eyewears For Boy's And Girls, Colorful Cat Shape, Suitable For Age 3 To 8 Years (Transblue&Grdientpink)	1	IN-309953	405-7975927-7993911	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697056205362	2025-02-17T13:46:44+00:00	203001	IN	BULANDSHAHR	UTTAR PRADESH	ATS	false	true
402-0611361-8970741	164608088928	2025-02-18T18:29:59+00:00	B09DPFXG28	Goggles-Colourful-Transparent Blue	SYGA Kids Goggles, Modern Stylish Polarized Eyewears for Boy's and Girls, Colorful Cat Shape, Suitable for Age 4 to 12 Years (Transparent Blue)	1	IN-309904	402-0611361-8970741	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46695377263322	2025-02-17T12:38:31+00:00	380013	IN	AHMEDABAD	GUJARAT	ATS	true	false
403-2615243-7234738	347836463402	2025-02-18T18:29:59+00:00	B0CP5752QH	GL-284	Syga Children's Square Frame Matte Cartoon Baby Uv Protected Sunglasses Uv400 Anti-Ultraviolet Kids Glasses - 4 To15 Years Old (Brown)	1	IN-309985	403-2615243-7234738	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697979709802	2025-02-17T14:51:38+00:00	834009	IN	RANCHI	JHARKHAND	ATS	false	true
403-1730111-7777955	347836463730	2025-02-18T18:29:59+00:00	B0CP5752QH	GL-284	Syga Children's Square Frame Matte Cartoon Baby Uv Protected Sunglasses Uv400 Anti-Ultraviolet Kids Glasses - 4 To15 Years Old (Brown)	1	IN-310193	403-1730111-7777955	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46706581478282	2025-02-17T21:11:10+00:00	500008	IN	HYDERABAD	TELANGANA	ATS	false	true
408-1396975-8731507	347836413926	2025-02-18T18:29:59+00:00	B0CNPBDBXP	GL-259	SYGA Style Large Frame Sunglasses Women's Sunglasses Fashion Sunglasses Toad Glasses (White)	1	IN-309886	408-1396975-8731507	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693381393562	2025-02-17T11:59:12+00:00	643231	IN	COONOOR	TAMIL NADU	ATS	false	true
405-6107387-3004322	347836463396	2025-02-18T18:29:59+00:00	B01AG9JAO6	Gen_4SilverValve	Generic 4X Aluminium Tire Wheel Rims Stem Air Valve Caps Tyre Cover Car Truck Silver	1	IN-310030	405-6107387-3004322	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46699314926122	2025-02-17T15:58:21+00:00	560086	IN	BENGALURU	KARNATAKA	ATS	false	true
404-9437058-9886762	164608068159	2025-02-18T18:29:59+00:00	B0CNPBDBXP	GL-259	SYGA Style Large Frame Sunglasses Women's Sunglasses Fashion Sunglasses Toad Glasses (White)	1	IN-309931	404-9437058-9886762	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696092615642	2025-02-17T13:18:30+00:00	400608	IN	THANE	MAHARASHTRA	ATS	true	false
404-8725624-5203510	347836413933	2025-02-18T18:29:59+00:00	B0DQ5BY48L	C_WAISTBELT-38	SYGA Adjustable Jean Button Set - Waist Buckle Extender & Tightener Clips for Perfectly Fitting Jeans and Skirts(Pack of 2 White & Black Pearl)	1	IN-310157	404-8725624-5203510	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703745145242	2025-02-17T18:44:55+00:00	600078	IN	CHENNAI	TAMIL NADU	ATS	false	true
404-2918149-0327566	347836463747	2025-02-18T18:29:59+00:00	B0CP5752QH	GL-284	Syga Children's Square Frame Matte Cartoon Baby Uv Protected Sunglasses Uv400 Anti-Ultraviolet Kids Glasses - 4 To15 Years Old (Brown)	1	IN-309802	404-2918149-0327566	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46692792228002	2025-02-17T09:49:18+00:00	201307	IN	NOIDA	UTTAR PRADESH	ATS	false	true
402-6265510-0205952	347836409158	2025-02-18T18:29:59+00:00	B09DPGG39G	Goggles-Modern-Red	SYGA Kids Sunglasses, Modern Stylish Eyewears for Boy's and Girls, Suitable for Age 4 to 12 Years (Red)	1	IN-310040	402-6265510-0205952	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700158808522	2025-02-17T16:10:55+00:00	206001	IN	ETAWAH	UTTAR PRADESH	ATS	false	true
408-1788980-3069960	347836461439	2025-02-18T18:29:59+00:00	B07HH5XRMR	FatAnalyzer	SYGA Body Fat Caliper for Body - Skinfold Calipers for Accurately Measuring BMI Skin Fold Fitness and Weight-Loss	1	IN-310000	408-1788980-3069960	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698365626082	2025-02-17T15:06:36+00:00	560032	IN	BENGALURU	KARNATAKA	ATS	false	true
403-7336340-4421918	347836461446	2025-02-18T18:29:59+00:00	B09DPGPMZD	Goggles-Monkey-Lightblue	SYGA Kids Goggles, UV Protection Eyewears with Round Shape Monkey Style, Suitable for Age 3 to 8 Years - Light Blue	1	IN-309853	403-7336340-4421918	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46692938121082	2025-02-17T11:15:24+00:00	781007	IN	GUWAHATI	ASSAM	ATS	false	true
405-3099995-9264317	347836463761	2025-02-18T18:29:59+00:00	B09DPDH49C	Goggles-CrownStyle-Beige	SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, Crown Style - Beige- Pack of 1	1	IN-310052	405-3099995-9264317	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46699809036402	2025-02-17T16:35:15+00:00	560043	IN	BENGALURU	KARNATAKA	ATS	false	true
403-6004785-1637921	347836463754	2025-02-18T18:29:59+00:00	B09HMPG86N	Goggles-RabbitStyle-Pink	SYGA Unisex Kids Polarized Goggles, Modern Stylish Eyewears For Boy's And Girls, Rabbit Style-Pink-Pack Of 1	1	IN-310108	403-6004785-1637921	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46701270708682	2025-02-17T17:46:33+00:00	736146	IN	MATHABHANGA	WEST BENGAL	ATS	false	true
171-5405997-4681131	164608088935	2025-02-18T18:29:59+00:00	B09DPH2MP5	Goggles-SpiderMan	SYGA Kids Goggles, Modern Stylish Eyewears for Boy's and Girls, SpiderMan Style - SpiderMan	1	IN-309992	171-5405997-4681131	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698887217162	2025-02-17T15:12:38+00:00	400069	IN	MUMBAI	MAHARASHTRA	ATS	true	false
407-6557731-1479538	347836463778	2025-02-18T18:29:59+00:00	B0CNPBDBXP	GL-259	SYGA Style Large Frame Sunglasses Women's Sunglasses Fashion Sunglasses Toad Glasses (White)	1	IN-310067	407-6557731-1479538	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700128538882	2025-02-17T16:56:19+00:00	311001	IN	BHILWARA	RAJASTHAN	ATS	false	true
171-2640894-9051506	347836409196	2025-02-18T18:29:59+00:00	B09DPGG39G	Goggles-Modern-Red	SYGA Kids Sunglasses, Modern Stylish Eyewears for Boy's and Girls, Suitable for Age 4 to 12 Years (Red)	1	IN-309926	171-2640894-9051506	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46696138325882	2025-02-17T13:03:40+00:00	411033	IN	PIMPRI CHINCHWAD	MAHARASHTRA	ATS	false	true
404-9882928-0718760	347836409202	2025-02-18T18:29:59+00:00	B09DPHC4SM	Goggles-Round-BlueFrame&Brown	SYGA Unisex Kids Polarized Goggles, Modern Stylish Eyewears For Boy's And Girls, Round Shape, Suitable For Age 3 To 8 Years-Blue Frame Brown Lens	1	IN-309881	404-9882928-0718760	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693602207042	2025-02-17T11:43:39+00:00	534202	IN	BHIMAVARAM	ANDHRA PRADESH	ATS	false	true
404-5809143-4495501	164608088881	2025-02-18T18:29:59+00:00	B0B53LNTCY	HeadBand-DoubleFlower-WineRed	SYGA Baby Headbands Nylon Soft Strechable Bow Hairbands for Newborns, Infants, Toddlers and Kids 0-3 Years (Wine Red)	1	IN-309781	404-5809143-4495501	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46690698425362	2025-02-17T09:36:07+00:00	343001	IN	JALOR	RAJASTHAN	ATS	true	false
403-1577221-5230749	347836463792	2025-02-18T18:29:59+00:00	B07HH5XRMR	FatAnalyzer	SYGA Body Fat Caliper for Body - Skinfold Calipers for Accurately Measuring BMI Skin Fold Fitness and Weight-Loss	1	IN-310022	403-1577221-5230749	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46699497694322	2025-02-17T15:44:37+00:00	360007	IN	RAJKOT	GUJARAT	ATS	false	true
403-7354333-5353918	347836463600	2025-02-18T18:29:59+00:00	B09DPJDKVX	Goggles-Colourful-TransBlue&GrdientPink	SYGA Kids Goggles, Modern Stylish Polarized & Uv Protected Eyewears For Boy's And Girls, Colorful Cat Shape, Suitable For Age 3 To 8 Years (Transblue&Grdientpink)	1	IN-309948	403-7354333-5353918	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697718127882	2025-02-17T13:36:49+00:00	560042	IN	BENGALURU	KARNATAKA	ATS	false	true
407-5574414-7801917	347836412509	2025-02-18T18:29:59+00:00	B094JLBQHS	PandaHanger_White_Packof2	SYGA 6 Hooks Hanger Over The Door Hook Hanger (White, Pack of 2), Alloy Steel	1	IN-310113	407-5574414-7801917	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702311032562	2025-02-17T17:48:46+00:00	248008	IN	DEHRADUN	UTTARAKHAND	ATS	false	true
402-9999566-9830719	347836463808	2025-02-18T18:29:59+00:00	B09DPDKSQK	Goggles-PigStyle-Orange	SYGA Unisex Kids Polarized Goggles, Modern Stylish Eyewears For Boy's And Girls, Pig Style-Orange-Pack Of 1	1	IN-310143	402-9999566-9830719	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702821488922	2025-02-17T18:32:04+00:00	560067	IN	BENGALURU	KARNATAKA	ATS	false	true
